combined_text,label
"NobleWorks Another Year Older - 20 Boxed Birthday Greeting Cards with Envelopes (4.63 x 6.75 Inch) - AC8839BDG-B2x10 … With more than 5 MILLION greeting cards sold each year, are you ready to laugh!?40+ YEARS OF HUMORNobleWorks has been creating fun and humorous greeting cards since 1980 (before eCards were present). Whether you choose a greeting card with cartoon animals, vintage photos, or humor for all ages, there are nearly 7,000 hilarious, funny cards in our collection. You’ll surely find the right card that will make you, and your recipient, laugh!30% RECYCLED CONTENTBy using 30% recycled content to create our cards, our thick, glossy cardstock reduces waste and minimizes environmental impact. Our premium, good as gold cards are printed on-demand (and we are very demanding!) in North America – made in the USA and some in Canada.CHOOSE FROM THOUSANDS OF DESIGNSWhether you're looking for 5x7 inch greeting cards with envelopes, boxed note card assortments, or an 8.5” x 11"" jumbo card that’ll make a HUGE impression, NobleWorks – and The Best Card Company (our non-humor brand) – has the right card for you! No matter which fold over greeting card you choose, we strive for perfection and customer satisfaction – every card, every order, every time!Is leaving a lasting impression important to you? – ORDER NOW!",SPECIFIC
"Hotel Luxury 3pc Two Tone Duvet Cover Set-850 Thread Count 100% Organic Cotton Premium Bedding Collection Machine Washable (Oversized King Plus (128x120), White & Sage Green) Hotel Luxury 3pc Two Tone Duvet Cover Set-850 Thread Count 100% Organic Cotton Premium Bedding Collection Machine Washable (Oversized King Plus (128x120), White & Sage Green)",SPECIFIC
"Compostable Heavyweight Disposable Forks, Knives & Spoons Set - 100ct Each of Eco Friendly Compostable Forks, Knives & Spoons Made from Cornstarch This listing is for 100 Forks, 100 Knives, and 100 Spoons, all of which are Compostable and of Heavy Weight. Mr. Green Guys was started by two brothers with a sense of responsibility to protect our environment. We believe that if each of us made small but responsible choices in our own lives we can make a difference. Though it isn’t always easy, often environmentally friendly products are much more expensive than petroleum (PET) based products. It is our mission to be able to provide disposable compostable cutlery at the same price as petroleum based cutlery making the decision an easy choice. Our entire CPLA cutlery line is biodegradable and composts in a commercial facility in fewer than 180 days. Our cutlery starts with the sugar from plants. This is where the magic begins. Through a special process the sugar is turned into a bipolymer that can be used to create all types of packaging, containers, cutlery, films, and even apparel. The process of making this material creates 60% less greenhouse gases than normal plastic. Also, there are sustainable end of life options. 1) Composting 2) Feedstock Recovery 3)Incinerate for energy We thank you for your support! **Please note that this material is considered a bio plastics. It is not made of any plastic, however, please note, no matter which brand you choose, all bio-plastics will not decompose and biodegrade unless disposed of in an Industrial Composting Facility **",SPECIFIC
"Lunarable Rose Fitted Sheet & Pillow Sham Set, Rose Sweetheart Valentine Sensual Romantic Fragrant Love Close up Picture, Decorative Printed 3 Piece Bedding Decor Set, Calking, Black Vermilion MEASUREMENTS - 1 calking size sheet 72"" wide X 84"" long & 2 pillow shams 36"" wide X 20"" long. MADE FROM - Super soft 100% brushed microfiber fabric. Sheet and shams set with modern prints. FEATURES -All-round elastic pocket, fits mattresses up to 16"". Shams have an envelope closure. MACHINE WASHABLE - In cold cycle. Sturdy. Comfortable and decorative for bedrooms, hotels, dorms. PRINTED - With state of the art digital printing technology. Items printed on the front side only. Give yourself a great gift and refresh your bedroom every season by buying our sheet set with pillow shams and sheet. These pillow shams and sheet can greatly change the vibe of your bedroom while also allowing you to get more comfortable in your bed. 100% brushed microfiber fabric of these products allow you to experience the ultimate comfort with the softness. Envelope closures on the pillow shams make it easier for you to use them. Choose your favorite pattern out of 10's of thousands of different ones and decorate your bedroom as you please. You can make a difference by changing the look of your room, girls boys room, guest room and hotel room. The fabric is 100% recyclable and environmentally friendly. Colors of the set won't fade due to our digital printing methods. It's the perfect gift for your friend, child, mother, father, boyfriend, girlfriend, cousin, uncle, aunt, nephew, niece, grandfather, and grandmother. Surprise them with our high quality set of shams and sheet. The digital images we display have the most accurate color possible, however due to differences in computer monitors, we cannot be responsible for variations in color between the actual product and your screen. Due to manual measurement, please kindly allow 1-2 cm discrepancy. The Sheet and Pillow Shams are printed on the FRONT SIDE ONLY, the back of them are plain white colored.",SPECIFIC
"Sofinee Place Newborn Baby Fleece Romper Hooded Cartoon Panda Pajamas Girl's and Boy's Warm Jumpsuit (68) Black White The animal outfit is made of 100% high quality soft polyester fleece with excellent sewing. Lining in 100% cotton jersey, warm and safe for baby tender skin. The raw materials of our products are environmentally friendly. Eye-catching style is great for cosplay parties, Christmas, dress-up events, daily play and more. We recommend that you check the size chart before purchasing.",SPECIFIC
"Restolex Organic Passion 8""-Supportive Spring Pocket Mattress-Organic Cream-72 X 72 X 8 ""ORGANIC PASSION MATTRESS WITH ORGANIC COTTON FABRIC Organic Passion Mattress with Organic Cotton Fabric The Organic Passion Mattress is a soft feel mattress made with top-of-the-line, responsibly sourced imported raw material. The internal layers of the mattress comprise of 100% natural organic latex foam, hybrid supportive foam, body supportive high density OCS foam that helps the mattress retain shape over years of use and zero disturbance pocket springs, making this mattress perfect for multiple sleepers. Organic Passion is also topped with a ThermoBonded cotton felt layer for extra comfort and a surface-hugging base fabric that prevents the mattress from sliding. """,SPECIFIC
"Superdry Organic Cotton Vintage Logo Embroidered T-Shirt, Rust Orange Marl, Small A Superdry classic, the Organic Cotton Vintage Logo embroidered T-shirt features a classic crew neckline, short sleeves, a staple Superdry embroidered logo and a signature logo tab.Slim fit – designed to fit closer to the body for a more tailored lookRibbed crew necklineShort sleevesEmbroidered logoSignature logo tabMade with Organic Cotton - which is grown without the use of artificial chemicals, leading to better soil, 60-90% less water used, and better health for farmers.",SPECIFIC
"Playa Rug Reversible Indoor/Outdoor Recycled Plastic Floor Mat/Rug - Weather, Water, Stain, Fade and UV Resistant - Venice- Black & Gray (4'x6') 100% RECYCLABLE- Our 100% recyclable eco-friendly rugs are made up of recycled plastic straws. Our tightly woven outdoor rugs are durable. Our recyclable plastic rugs are woven with high-quality workmanship and at the same time give a soft and comfortable feeling.",SPECIFIC
"PUREFIT Borosilicate Multipurpose Square Food Storage Glass Container 320ML Microwave Oven Safe Pack of 2 Pcs|Air Tight|Leak Proof|Air Vent Lid PUREFIT Healthy Me - A Glass Food Storage Container range that takes care of your food hygiene and also preserves the nutritional value. It is a unique container with Break Free Detachable Locks and 100% Borosilicate Glass Lunch Box that does not release any chemicals into your food. It is Microwave and oven safe capable heating up to 400 Degree Celsius and -20 Degree Freezer Safe. It is leakproof and airtight which keeps food fresh and retains the taste. It is FDA approved BPA-free, & non-toxic, thus safe and eco-friendly. Odourfree, stainfree glass and hand removable silicone ring makes it easy to clean oily food. Caution - Always remove the lid before heating in the microwave or oven",SPECIFIC
"Organic Forest 100% Chemical-Free Anti Dandruff Shampoo for Men & Women | Instant Relief from Flakes, Itchy Scalp & Dry Scalp | Perfect for Dry and Frizzy Hair | Best Dandruff Treatment | 200 ML (Pack of 2)",SPECIFIC
"Ambesonne Fantasy Curtains, Fairy Pixie Girl Madam Butterfly with Curved Flower Girls Surreal Print, Living Room Bedroom Window Drapes 2 Panel Set, 108"" X 84"", Pink Maroon These one of a kind decorative curtains will help transform your room into your private sanctuary! Perfect decoration item for your living room, dining room, bedroom, kids and dorm rooms. Matches well with various color palettes of rugs, furniture and any other home decor accent accessories. Made from high quality 100% polyester tight woven, Turkish made, silky satin fabric. Environmentally friendly, no dye substance harming health of your family. With vibrant and colorful designs these modern curtains add a great perspective to the look of your room. High resolution pictures bring 3D like realistic experience to your life. It is not too thin or too thick. Quick and luxurious way to refresh and completely change the appearance of your home without a big expense. A perfect gift idea for your mom, dad, sister, brother, grandma, grandpa, wife, husband, son, daughter and other beloved ones with thousands of designs. You can find a theme and style for everybody and any interest in our Ambesonne Amazon Collection. Enter into a new world with our items. It can be at the seashore or mountain landscapes, anywhere! If you're a fan of sports or have a hobby, you will be spending time with it in your personal space. Customized, personalized products are very popular. As manufacturers of digital printed home textiles, we follow current trends and bring you the latest home fashion. Either a present to your family, friend, relative, boyfriend, girlfriend or to yourself, the item should be interesting, authentic. Men, women, kids, teens, boys or girls everybody will love them! Anyone from any profession will be thrilled by the difference these curtains bring to their house decor. Due to manual measurement, please kindly allow 1-2 cm discrepancy. The digital images we display have the most accurate color possible, however due to differences in computer monitors, we cannot be responsible for variations in color between the actual product and your screen. No hardware is included.",SPECIFIC
SPACES BONICA Quilt Single 180 TC 100% Organic Cotton Shell,SPECIFIC
"Shehri Kisaan® Brown Leaf Mould Organic Granular Manure -15 kgs | Patte Ki Khaad | Leaf Mold Fertilizer for Garden Potting Soil | Fully Decomposed for 2 Years | High Organic Matter from Neem Leaves SHEHRI KISAAN LEAF MOULD FERTILIZER or Patte ki Khad/ khaad is preparedafter grinding of ONLY Neem, Ashoka, Gulmohar leaves with fully decomposedhusk. Husk is used as natural covering during the composting process. No Grassclippings or food waste is used to avoid pests and insects.HOW TO USE -- Proportion - Mix 25% to 35% of Leaf Mould / Patte ki Khad withExisting Soil. Can be mixed with other Soil Amendments like Coco Peat, Perlite,Lava Rocks, Charcoal Chunks, Pumice Stones to form a homemade soil blend.Mixing ratio would depend on the desired water holding capacity, fertilizationrequirement and present condition of the plant. WHY USE LEAF MOULD FERTILIZER -- Granular, finest quality organicfertilizer. Leaf mold is essentially a soil conditioner. It increases the waterretention of soils. Leaf mold also improves soil structure and provides afantastic habitat for soil life, including earthworms and beneficial bacteria. WATER RETENTION - HIGH. Since the particle size is large (2 to 6 mm), ithelps enhancing the tilth and loosens compacted soils. Watering with a misteror light watering is required once you blend in Leaf Mould along with otherSoil Amendments. Do a water test (watering then checking when the top layerdries out) helps in maintaining different plants kept in different areas of thehouse/ terrace. WHERE TO USE - 1. Dig or till it into garden beds to improve soil structureand water retention. 2. Use as top layer for Potted Plants. 3. Succulent& Cactus Mix Ratio - 1 part Lava Grit or Coarse Silica Sand, 1 part LeafMould Manure, 1 part Mixture of Perlite, Charcoal Chunks, Castor Cake,Neem Khali (Mixed in Equal proportions)Additional Information:Brown Leaf Manure, is one of the rich versions of manure known to add useful minerals to the soil. It is mostly broadcasted as a top layer over the planting soil.",SPECIFIC
"Navy Blue Blackout Curtains Silver Wave Line with Dots Window Treatment for Bedroom Room Darkening Thermal Insulated Energy Efficient Grommet Top 1 Panel 52x63 inch Finestile: Silver Wave lines and Dots Foil Print Blackout Curtains PACKAGE & PATTERN ※ READY-MADE: sold as panel no sewing required.1 Piece included ※ FANCY-MATERIAL: 100% superfine polyester yarn durable ECO friendly. ※ MODER-PATTERN: Geometric Wave Lines and dots ※ PRINT-SKILL: silver foil print. COLORS & SIZE COLOR-AVAILABLE:3 color options Silver/grey, Silver/Navy Blue,Silver/pink SIZE-AVAILABLE :two size option 52x63"" 52x84"" PRODUCTION FEATURE & FUNCTIONS ※UNIQUE-DESIGN: Modern twist curve line and dots is the fashion art to your home décor. ※ MULTI-FUNCTIONS: A:Room Darkening can block over 90% sunlight and balance the temperature in your room. B Privacy protection these silk blackout curtains are soft and heavy no one can see through it form outside. C Thermal Insulated and Noise Reducing.D Window decoration, ※ HIGH-QUALITY: all curtains were well checked packing. Beautifully-straight seems, nice finished and unrivaled durability ,add real value and depth to your home décor. CARE INSTRUCTION & INSTALLATION ※WASH-MAINTAIN: Machine washable in cold water, gentle cycle, tumble dry, cool iron if needed. ※EASY-INSTALLATION: Each panel contains 8 silver grommets easy to installation, just slide through your curtain rod. pull very smooth while opening and closing. WHY YOU CHOOSE US! ※Nice Pattern & Well Made & 100% Money Back Guarantee that’s the why you choose us. Don’t hesitate add it to cart now!",SPECIFIC
"MEGNYA Women's flip Flops Sandals Arch Support,Comfortable Walking Sandals,Water Sandals Perfect for The Beach/Long Walks/Poolside 19ZDME04-W73-7 ""MAIN FEATURES OF OUR BRAIDED Flip Flops ◆Hand-braided rope design shows your taste from others ◆Adopted EVA&rubber sloe to assure the lightweight outsole. ◆Adjustable and Flexible strap easily adjust to the comfortable level. ◆Eco-friendly footwear certified, no awful smell. ◆Anti-sliding, waterproof, easy to carry. ◆More features of this pair of cute Bohemian Fashion Flip Flops waiting for you to discover.""",SPECIFIC
"ArtzFolio Watercolor Arrows Pattern D1 Bulletin Board Notice Pin Board | Vision Soft Board Combo with Thumb Push Pins | Antique Golden Frame 24 x 24 inch (61 x 61 cms) Pin Board; Antique Gold Frame || SIZE: 24 x 24 inch (61 x 61 cms): including 0.75 inch wide Antique Gold Frame HIGHLIGHTS: Multipurpose fabric-covered cork board, pin board, notice board, soft vision board or bulletin board with an elegant frame Includes a complimentary set of thumb push pins Ideal for use in your living room, kids room, kitchen, and gallery, as well as for hotels, hospitals, schools, restaurants, offices, and reception FEATURES: Premium cork board equipped with self-healing adaptive technology ensures the board regains its shape after usage Framed, light-weight, and durable Use the board in both vertical or horizontal positions No assembly required - Pre-fitted with wall hanging hooks Engineered wood at the back for additional strength Hand-crafted, hand assembled, and made to perfection Protect from direct sunlight, dust, and moisture USAGE: Pin up your notes, reminders & to-do lists Display board for your photos & memories Hang it as a wall painting Keeps your space 100% clean and clear of paper clutter PRINTING: Breathtaking artworks printed on top fabric layer adds to its uniquely distinctive feature Premium materials printed with eco-friendly acid-free inks ensuring rich & lively colours NOTE: Product pictures are not measured to scale, meant only for display purpose Product colours may seem varying on different computers or mobile screens due to their varying display resolution",SPECIFIC
"BCandle 100% Beeswax 6-Hour Candles (Set of 36) Organic Hand Made - 11 Inches Tall, 1/2 Inch Thick; Tapers - These organic beeswax candles have been produced Handmade. They are charged with positive mental images. - Simple burning of these candles cleanses the space from negativity and protects from psychic attacks. Also ideal for fire meditation and clearing the mind. - It is important to remember that according to the Institute of Social Ecology studies (St. Petersburg, Russia), natural beeswax, while burning, vibrates at the frequency of the spinal cord. Also great for: - meditation and prayer - energy cleansing and healing - romantic dinner - after work chill-out A burning organic beeswax candle creates a remarkable atmosphere of peace and joy. - The bright flame of a beeswax candle produces the same beautiful light spectrum as the sun. For each pound of beeswax provided by a honey bee, the bee visits several million flowers and consumes 10 pounds of honey. - Each candle will vary in shades of gold depending upon the flowers foraged and where the wax was used in the hive. - Over time beeswax develops ""bloom"", a white powdery fog on the surface of the wax. It is not a flaw but a natural occurrence of the wax. ATTENTION: this product is not ear candles",SPECIFIC
"Leather Journal Writing Notebook Planner Daily Notepad Bound Diary with Lock and Key Antique for Men & Women by BBE Handicrafts (Dark Blue) Leather Journal Writing Notebook Planner Daily Notepad Bound Diary with Lock and Key Antique for Men & Women:- Premium Quality Journals It is beautiful handmade leather journal with lined paper and lock journal easy to use which is very well designed by our artist and well embossed notebook . Length 5"", Width 1"", Height 7"" inches, this easy to carry personal diary is perfect to use as a health journal, sketchbook, dream journal and poetry journal. A journal is like a trusted companion. Be creative or record precious memories in order for them to last a lifetime . Beautiful Handcrafted Journal This luxurious antique leather notebook is 100% handcrafted with care every step of the way to ensure it’s a leather journal to treasure for men, women, students, journalists or travelers of all ages. Each hand made journal is truly unique so no two are exactly the same. This journal makes a lovely keepsake. This lovely leather journal is not refillable - offers a valuable, fun and collectible way to keep your ideas alive forever! Handmade Papers with Special Lock Closure Handmade papers from recycled cotton biomass is Chemical free & Tree Free. Rich Quality Papers has no Bleed through, so any type of pen, pencil, charcoal or even paint can be used on these paper. Become Creative & Experience Less Stress With This Leather Bound Writing Journal! This journal is multi purpose & you can use this as Daily Notepad, Artist Sketchbook, Instagram photobook, Scrapbook & many more. If you are looking for an artisan journal with a touch of the past that will make a great travel companion and the perfect gift, then order yours today.",SPECIFIC
"ArtzFolio Surreal Abstract Art Bulletin Board Notice Pin Board | Vision Soft Board Combo with Thumb Push Pins | Dark Brown Frame 16 x 22.7 inch (41 x 58 cms) Pin Board; Dark Brown Frame || SIZE: 16 x 22.7 inch (41 x 58 cms): including 0.75 inch wide Dark Brown Frame HIGHLIGHTS: Multipurpose fabric-covered cork board, pin board, notice board, soft vision board or bulletin board with an elegant frame Includes a complimentary set of thumb push pins Ideal for use in your living room, kids room, kitchen, and gallery, as well as for hotels, hospitals, schools, restaurants, offices, and reception FEATURES: Premium cork board equipped with self-healing adaptive technology ensures the board regains its shape after usage Framed, light-weight, and durable Use the board in both vertical or horizontal positions No assembly required - Pre-fitted with wall hanging hooks Engineered wood at the back for additional strength Hand-crafted, hand assembled, and made to perfection Protect from direct sunlight, dust, and moisture USAGE: Pin up your notes, reminders & to-do lists Display board for your photos & memories Hang it as a wall painting Keeps your space 100% clean and clear of paper clutter PRINTING: Breathtaking artworks printed on top fabric layer adds to its uniquely distinctive feature Premium materials printed with eco-friendly acid-free inks ensuring rich & lively colours NOTE: Product pictures are not measured to scale, meant only for display purpose Product colours may seem varying on different computers or mobile screens due to their varying display resolution",SPECIFIC
"Fymo Polyester Casual Backpack | Laptop Sleeve | School Bag, College Bag (Black) Fymo Backpack is designed to protect up to 15.6 Inch widescreen laptops and is constructed of 100% recycled polyester material. Cool, Modern style for Fymo users, Exterior fabric made of 100% recycled polyster. Comfortable back panel and shoulder straps.Convenient quick-access pocket includes key clip, pen loops, business card holder, accessory compartments, water bottle holder .",SPECIFIC
